,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,fees,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
38,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language Club
",,"Welcome to the club! CTY’s World Languages Club gives students interested in exploring the Arabic language an opportunity to come together and learn in a community setting. Through forum discussion and live sessions using assigned words related to each week's theme, students will expand their vocabulary, become more fluent and accurate when speaking their target language, and learn to demonstrate culturally appropriate body language and tone while speaking. This club has synchronous virtual meetings, and participation is highly encouraged.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language-club-clal
39,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Advanced, Part I (NCAA Approved)
",,"Expand your listening, speaking, reading, and writing skills in a more complex cultural context in this advanced-level Arabic-language course. You’ll learn complex grammatical rules and master how to express your opinions in a full conversation. You’ll also independently read and analyze stories, write brief summaries, and grow your vocabulary for colors, geographic locations, daily activities, and more. Through virtual tours, you’ll learn more about Arab countries and their currency, traditions, musicians, and geography.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Intermediate, Part IV or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--advanced--part-i-ncaa-approved-ar31
40,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Advanced, Part II (NCAA Approved)
",,"Continue to grow your listening, speaking, reading, and writing skills in a more complex cultural context in this advanced-level Arabic-language course. In this course, you will learn how to give directions, master reading and translating texts, and explain daily activities in the past tense. You’ll expand your vocabulary to include ingredients, hobbies, and travel, and continue learning complex rules of grammar. Through virtual tours you’ll learn more about Arab countries and their food, dance, music, and famous figures.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Advanced, Part I or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--advanced--part-ii-ncaa-approved-ar32
41,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Advanced, Part III (NCAA Approved)
",,"In this advanced-level Arabic-language course you will grow your listening, speaking, reading, and writing skills in a more complex cultural context. You’ll analyze interviews and text about the role of women in some Arab countries, work on translations, and learn to accurately use and respond to daily expressions and compliments in a sentence. Additionally, you'll grow your vocabulary, learn advanced rules of grammar, and put this knowledge to use. Through virtual tours you’ll learn more about Arab countries and their historic sites, cities, airlines, and currencies. ",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Advanced, Part II or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--advanced--part-iii-ncaa-approved-ar33
42,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Advanced, Part IV (NCAA Approved)
",,"Further your Arabic-language study in this advanced-level course that emphasizes developing listening, speaking, reading, and writing skills in a more complex cultural context. In this course, you’ll learn how to write a formal letter, create descriptive and meaningful sentences, and learn new vocabulary words and how to use them. You’ll also practice reading comprehension and analysis and master complex rules of grammar. Through virtual tours you’ll learn about Arab countries, history, culture, geography, and historic sites.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Advanced, Part III or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--advanced--part-iv-ncaa-approved-ar34
43,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Basic, Part I (NCAA Approved)
",,"Begin your Arabic-language study in this introductory level course. Become familiar with the Arabic alphabet and learn basic grammar and daily expressions through listening, reading, writing, and speaking. Embark on virtual tours to learn about Arab countries and their history, cultures, traditions, and food. During virtual class meetings your instructor will guide you through lessons, discussions, and other resources designed to enhance your learning. You will also participate in one-on-one virtual meetings with your instructor and teaching assistant.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--basic--part-i-ncaa-approved-ar11
44,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Basic, Part II (NCAA Approved)
",,"Continue the Arabic-language study you began in Arabic Language Basic, Part I and gain proficiency in speaking, listening, reading, writing, and grammar. In this course, you will expand your vocabulary and ability to ask simple questions and initiate conversations. In addition, you’ll explore Arab culture through virtual cultural tours and develop the ability to distinguish between formal and spoken Arabic. On virtual tours you’ll learn more about Arab countries and their history, cultures, traditions, and food.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Basic, Part I or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--basic--part-ii-ncaa-approved-ar12
45,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Basic, Part III (NCAA Approved)
",,"In this course, a continuation of Arabic Language Basic, Part II, you will build upon your knowledge of formal Arabic and increase your fluency and proficiency in listening, speaking, reading, writing, and grammar. You’ll expand your vocabulary to include words and phrases common in certain dialects and continue to learn differences between standard Arabic and spoken Arabic. On virtual tours you’ll learn more about Arab countries and their history, cultures, traditions, and food.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Basic, Part II or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--basic--part-iii-ncaa-approved-ar13
46,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Intermediate, Part I (NCAA Approved)
",,"In this intermediate-level Arabic-language course, you’ll enhance your listening, reading, writing, and speaking skills while becoming more proficient and fluent. You’ll continue to grow your grammar knowledge and vocabulary while learning to distinguish differences between standard and spoken Arabic, analyzing and translating passages and conversations, including common words and phrases in certain dialects. Through virtual tours, you’ll grow your understanding of Arab countries and their history, cultures, traditions, and food. During virtual class meetings, your instructor will guide you through lessons, discussions, and other resources designed to enhance your learning. You will also participate in one-on-one virtual meetings with your instructor and teaching assistant.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Basic, Part III or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--intermediate--part-i-ncaa-approved-ar21
47,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Intermediate, Part II (NCAA Approved)
",,"Continue your study of the Arabic language in this intermediate-level course designed to enhance your listening, reading, writing, and speaking skills as well as your understanding of the cultural content of the language. In this course, you’ll improve your everyday conversation skills, become more comfortable reading Arabic, expand your vocabulary related to daily activities, and grow your grammatical knowledge. Through virtual tours you will learn more about famous places in Arab history, cultures, traditions, and food.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Intermediate, Part I or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--intermediate--part-ii-ncaa-approved-ar22
48,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Intermediate, Part III (NCAA Approved)
",,"Improve your speaking, listening, reading, writing, and grammar proficiency in this intermediate-level Arabic-language course. You’ll expand your vocabulary about daily topics like sports and clothes, learn to distinguish between spoken dialect and formal Arabic phrases, grow your grammatical knowledge and ability to speak in partial sentences, and continue to learn more about customs. Through virtual tours, you will learn more about Arabic history, cultures, traditions, and food. During virtual class meetings your instructor will guide you through lessons, discussions, and other resources designed to enhance your learning. You will also participate in one-on-one virtual meetings with your instructor and teaching assistant.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Intermediate, Part II or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--intermediate--part-iii-ncaa-approved-ar23
49,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arabic Language, Intermediate, Part IV (NCAA Approved)
",,"Continue your study of the Arabic language in this intermediate-level course designed to enhance your listening, reading, writing, and speaking skills as well as your understanding of the cultural content of the language. In this course, we’ll study different greetings, broaden your conversational skills, and learn more about grammatical rules. You’ll also independently read and analyze advertisements, write a postcard, and grow your vocabulary for food, hobbies, sports, and other subjects. Through virtual tours, you’ll discover famous people in Arab history, musical instruments, traditions, holidays, food, places, and greetings. During virtual class meetings, your instructor will guide you through lessons, discussions, and other resources designed to enhance your learning. You will also participate in one-on-one virtual meetings with your instructor and teaching assistant.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Arabic Language, Intermediate, Part III or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/arabic-language--intermediate--part-iv-ncaa-approved-ar24
50,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Arduino® Prototyping
",,"What do punch-activated flamethrowers, automatic pet feeders, and mind-controlled drones have in common? They’re all real devices built and programmed using Arduino® microprocessors. This open-source electronics platform integrates hardware and software to create an unlimited array of automated electronic systems.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/arduino-prototyping-ardp
51,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Art Meets Science: Literature
",,"In this creative writing course, we’ll explore poetry, fiction, drama, and non-literary works that use science as inspiration. After reading scientific poems, science fiction short stories, and a play about a scientist’s life, we’ll experiment with your own writing in these genres, using our course readings as models. You will also plan and realize a Capstone Creative Project that combines both art and science.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,695,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Proficiency in standard written English",9-12,https://cty.jhu.edu//programs/online/courses/art-meets-science-literature-lams
52,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Behavioral Economics
",,"Why is it so hard to hail a cab in the rain in New York City? Why do some people pay for annual gym memberships when they would save on a pay-as-you go basis? Integrate ideas from the social sciences with economics to understand how we act, make decisions, and play.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Algebra 2. Previous exposure to economics is not assumed; students can build upon any prior experience.",9-12,https://cty.jhu.edu//programs/online/courses/behavioral-economics-beco
53,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Bioethics in the Age of Pandemics
",,"With the emergence of COVID-19, ethical issues in medicine have never been more pronounced in our social consciousness. Explore salient issues such as rationing scarce resources, making shutdown decisions for public health, and evaluating risk amid substantial uncertainty.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/bioethics-in-the-age-of-pandemics-bpan
54,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Calculus C
",,"Learn the second half of the material covered on the AP® Calculus BC exam by engaging with your instructor, the electronic textbook, interactive lessons, a graphing calculator, and other online course materials. We’ll cover topics in single-variable differential and integral calculus typically found in a first-year university course, and you’ll learn how to solve both applied and abstract problems involving limits, derivatives, and integrals by hand and using technology. Along the way, your instructor will be available for learning support and one-on-one review sessions for graded assessments, which include homework assignments, free-response questions, quizzes, projects, discussion forums, and cumulative exams based on the actual AP® Calculus exams.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of AP Calculus AB or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/calculus-c-cac
55,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Cause Unknown
",,"Jordan is an 8-year-old orphaned girl of color with an unknown past who you are evaluating for seemingly unrelated ailments. As you implement her medical care, you'll consider its implications for her and the healthcare system. You'll investigate how body systems work together, examine her medical data, and seek to determine what role Jordan’s environment, behaviors, and access to health information and care play in her individual health.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/cause-unknown-caus
56,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chess Club
",,"Welcome to the club! In CTY’s Chess Club, students who enjoy playing the game come together to practice their chess tactics and strategies in a community setting.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,185,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Basic chess knowledge of pieces and their movements is required.",9-12,https://cty.jhu.edu//programs/online/courses/chess-club-clch
57,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Essay Writing
",,"Get creative with how you express your ideas in Chinese using this course that focuses on the written language. You’ll begin reviewing vocabulary and grammar—including sentence structure—before moving on to the writing process. Activities will include reading articles that require you to synthesize, determine cause and effect, and draw comparisons and conclusions. You’ll be encouraged to support your ideas with specific examples, and writing assignments may include a short story, a description, and a persuasive essay.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese for Elementary Students, Advanced, Part IV or 4 years of Chinese study for students in grades 2-6;  Chinese Language, Intermediate, Part II or 2 years of Chinese study for students in grades 7-12; or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-essay-writing-chew
58,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language Club
",,"Welcome to the club! CTY’s World Languages Club gives students interested in exploring the Chinese language an opportunity to come together and learn in a community setting. Through forum discussion and live sessions using assigned words related to each week's theme, students will expand their vocabulary, become more fluent and accurate when speaking their target language, and learn to demonstrate culturally appropriate body language and tone while speaking. This club has synchronous virtual meetings, and participation is highly encouraged.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language-club-clcl
59,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Advanced Part 4 (NCAA Approved)
",,"This is the final course in our advanced-level Chinese language series and is a continuation of Chinese Language, Advanced, Part III. You’ll focus on enhancing your ability to read and write Chinese characters and expressions, answer questions in Chinese, compose paragraphs and short essays, and translate texts. In addition, you’ll develop the skills needed to converse in high-level discussions in Chinese and express your opinions on current events, Chinese society and culture, politics, economics, and education. You will also learn to differentiate the written form of Chinese from the modern spoken form of the language. Lesson topics include government, politics, and environmental protection.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Advanced, Part III or placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--advanced-part-4-ncaa-approved-ch34
60,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Advanced, Part I (NCAA Approved)
",,"In this advanced-level course, a continuation of Chinese Language, Intermediate, Part IV, you’ll develop the skills needed to converse in Chinese and express your opinions on current events, Chinese society and culture, politics, economics, and education.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Intermediate, Part IV or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--advanced--part-i-ncaa-approved-ch31
61,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Advanced, Part II (NCAA Approved)
",,"In this advanced-level course, a continuation of Chinese Language, Advanced, Part I, you’ll focus on enhancing your ability to read and write Chinese characters and expressions, answer questions in Chinese, compose short answers and paragraphs, and translate texts. In addition, you’ll develop the skills needed to converse in Chinese and express your opinions on current events, Chinese society and culture, politics, economics, medicine, and education.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Advanced, Part I or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--advanced--part-ii-ncaa-approved-ch32
62,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Advanced, Part III (NCAA Approved)
",,"In this advanced-level course, a continuation of Advanced Chinese, Part II, you’ll develop the skills needed to carry on a high-level discussion in Chinese and express your opinions on current events, Chinese society and culture, politics, economics, and education.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Advanced, Part II or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--advanced--part-iii-ncaa-approved-ch33
63,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Basic, Part I (NCAA Approved)
",,"Begin your Chinese-language study in this introductory level course. In this course you will become familiar with Chinese phonetics, the Chinese writing system, basic Chinese grammar, and the pinyin system for reading and writing Chinese using the Roman alphabet.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--basic--part-i-ncaa-approved-ch11
64,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Basic, Part II (NCAA Approved)
",,"Continue the Chinese-language study you started with Chinese Language, Basic Part I and gain proficiency in speaking, listening, reading, writing, and grammar. In this course, you will learn how to converse about every day activities including schools, clothing, dating, and talking about time. You’ll also learn more about writing Chinese letters and will be introduced to Chinese culture and stories. In addition, you’ll learn about the kinds of daily conversations people have in mainland China. During virtual class meetings your instructor will guide you through lessons, discussions, and other resources designed to enhance your learning. You will also participate in one-on-one virtual meetings with your instructor and teaching assistant.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Basic, Part I or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--basic--part-ii-ncaa-approved-ch12
65,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Basic, Part III (NCAA Approved)
",,"In this course, a continuation of Chinese Language, Basic, Part II, you will continue to reinforce your listening, speaking, reading, and writing skills as you focus on your ability to speak Chinese accurately and fluently. You’ll become more familiar with Chinese customs and will communicate about daily tasks and be able to recognize and write most Chinese characters. In addition, you’ll read short stories and develop basic grammar and sentence structure skill. Topics you’ll study in this course include birthdays, making phone calls, describing the rooms of a house, interviews, and final exams. During virtual class meetings your instructor will guide you through lessons, discussions, and other resources designed to enhance your learning. You will also participate in one-on-one virtual meetings with your instructor and teaching assistant. ",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Basic, Part II or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--basic--part-iii-ncaa-approved-ch13
66,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Intermediate, Part I (NCAA Approved)
",,"In this intermediate-level Chinese language course, you’ll write almost exclusively in Chinese characters and become familiar with more complicated grammar so that you can better communicate in everyday life. You’ll master dialogue with colloquial expressions, new vocabulary and grammar, and learn about Chinese culture. Lesson topics include entertaining, travel, and going to the doctor. During virtual class meetings your instructor will guide you through lessons, discussions, and other resources designed to enhance your learning. You will also participate in one-on-one virtual meetings with your instructor and teaching assistant.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Basic, Part III",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--intermediate--part-i-ncaa-approved-ch21
67,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Intermediate, Part II (NCAA Approved)
",,"Enhance your Chinese-language study in this intermediate-level course, which is a continuation of Chinese Language, Intermediate, Part I.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Intermediate, Part I or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--intermediate--part-ii-ncaa-approved-ch22
68,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Intermediate, Part III (NCAA Approved)
",,"In this intermediate-level course, a continuation of Chinese Language, Intermediate, Part II, you’ll focus on character writing and translations and are required to write exclusively in Chinese characters. You’ll also compose and translate sentences, short answers, and paragraphs. In addition, you’ll master dialogue with colloquial expressions, new vocabulary and grammar, and learn about Chinese culture. Lesson topics include banking, travel, food, and exercise.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Intermediate, Part II or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--intermediate--part-iii-ncaa-approved-ch23
69,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Chinese Language, Intermediate, Part IV (NCAA Approved)
",,"Enhance your Chinese-language study in this intermediate-level course, which is a continuation of Chinese Language, Intermediate, Part III. You’ll be required to write exclusively in characters. In addition, you’ll master dialogue with colloquial expressions, learn new vocabulary and grammar, and explore Chinese culture.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Chinese Language, Intermediate, Part III or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/chinese-language--intermediate--part-iv-ncaa-approved-ch24
70,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Color of Law
",,"Stories of discrimination capture headlines in America daily, reflecting how the promise of equal protection under the law is still unrealized for people of color. The United States is far from alone, however, when it comes to racial inequality and the rule of law. In this course, you’ll investigate issues of race and social justice around the world through comparing different legal systems such as common and civil law. Through case studies in selected countries, you’ll explore how these traditions address racial inequality, focusing on the gap between formal and substantive equality and efforts to close it, and work with your classmates on how a more equitable future can be forged by drawing upon varied conceptions of rights and protections.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/color-of-law-colw
71,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Crafting Fiction (NCAA Approved)
",,"Learn to master the core elements of fiction writing, such as plot, theme, dialogue, and character development by reading and analyzing short works of fiction and writing your own. Assignments are modeled after those taught in undergraduate fiction courses such as the Johns Hopkins Writing Seminars, and in John Gardner's books The Art of Fiction and On Becoming a Novelist. You’ll learn the techniques of seasoned fiction writers and use them to tap into your own imagination to create several pieces of short fiction. You’ll receive detailed feedback from your instructor as you revise and polish your work. Through weekly written self-reflections about each assignment and participation in asynchronous writing workshops, we’ll maintain an ongoing dialogue about the craft, and your growth as a writer.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,205",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of the CTY online course Crafting the Essay, or a B or better in 9th grade English",9-12,https://cty.jhu.edu//programs/online/courses/crafting-fiction-ncaa-approved-ific
72,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Crafting Poetry (NCAA Approved)
",,"An introduction to poetry and poetic concepts, this course covers musical aspects of poetry, the patterns and conventions of sound, and the effects they have on readers. Imagery in poems is also explored. You’ll write your own poems as well as read and comment on the work of renowned poets including Elizabeth Bishop, William Carlos Williams, and Langston Hughes. Along the way, you’ll revise your work based on in-depth critiques from the instructor. You will also write a weekly self-reflection about each assignment, which will help you maintain an ongoing dialogue with your instructor about the craft, and your growth as a writer.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"1,205",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of the CTY online course Crafting the Essay, or a B or better in 9th grade English",9-12,https://cty.jhu.edu//programs/online/courses/crafting-poetry-ncaa-approved-cdpo
